flashlight,Sleeping Bags,Patagonia,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hydration pack,Camp Lighting,Black Diamond,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 25L daypack,Hydration,Nemo,vhudgens@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
compass,Camp Electronics,Black Diamond,mruffalo@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
backpacking mattress,Camp Lighting,Snow Peak,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
sleeping pad,Sleeping Bags,CamelBak,reesew@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
flashlight,Camp Furniture,Therm-a-Rest,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 65L backpacking pack,Camp Furniture,Black Diamond,vhudgens@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
cold weather sleeping bag,Hydration,Nemo,mruffalo@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 65L backpacking pack,Knives & Tools,Hydro Flask,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
titanium cookware,Camp Electronics,Hydro Flask,hjackman@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
bear canister,Knives & Tools,MSR,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
mens 35L hiking pack,Camp Furniture,Nemo,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
lantern,Camp Kitchen,REI,rainnwilson@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
30L daypack,Camp Kitchen,Mountain Hardwear,dwight@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
2-person tent,Backpacks & Bags,MSR,dwight@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
titanium cookware,Camp Electronics,Terra Nova,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
bear canister,Camp Kitchen,Mountain Hardwear,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
bear canister,Tents & Shelter,Black Diamond,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
flashlight,Camp Electronics,Hydro Flask,hjackman@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
sleeping pad,Tents & Shelter,Mountain Hardwear,vhudgens@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
compass,Camp Electronics,Patagonia,vhudgens@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
